loss_rate,connected,alice_attempts,attempts,acks,timeouts,retransmissions,rate_pct,delivered,alice_log,bob_log
0.7,0,6,3,0,3,3,NA,0,logs/loss_0_7_alice.log,logs/loss_0_7_bob.log
